temp,dew_point,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds_all,Product,Unit_Price,Discount,Total_Price,Quantity
283.78,282.7,283.33,281.38,284.25,1021,93,2.22,20,99,3,279.61,0.05,13015.85,49
282.54,281.94,281.57,281.78,283.13,1017,96,2.08,106,18,6,141.03,0.1,6219.42,49
280.97,280.07,279.42,280.91,281.86,1007,94,2.46,161,33,0,138.14,0.05,11286.04,86
288.11,288.11,288.27,287.58,288.86,1004,100,2.95,174,100,2,107.31,0.05,4281.67,42
285.93,285.93,285.87,285.27,286.97,1001,100,2.98,223,100,5,194.41,0.05,2770.34,15
288.69,287.56,288.73,287.49,288.78,986,93,6.12,176,100,2,212.97,0.0,20658.09,97
283.08,282.63,282.83,281.38,283.69,1009,97,1.4,271,68,3,113.14,0.05,3009.52,28
278.17,276.35,276.47,275.91,279.0,1021,88,2.07,151,0,4,255.11,0.05,21569.55,89
284.76,284.46,284.54,284.0,284.89,1005,98,4.9,213,99,2,190.66,0.0,9342.34,49
279.92,279.92,277.39,279.86,280.86,1021,100,3.63,254,84,5,204.88,0.0,13931.84,68
279.89,278.99,279.89,279.16,280.86,1022,94,0.72,90,28,2,188.15,0.0,12794.2,68
280.64,279.43,278.07,278.64,281.22,1022,92,4.0,106,79,2,180.15,0.1,9241.7,57
284.33,282.25,283.78,283.64,284.56,1015,87,2.26,126,21,2,211.93,0.0,10596.5,50
284.41,283.95,284.12,283.69,285.67,1016,97,1.22,72,91,1,131.05,0.0,2883.1,22
286.94,286.63,286.93,286.42,287.11,1014,98,2.13,192,100,1,136.39,0.05,6996.81,54
285.82,285.82,285.75,284.75,286.78,1022,100,2.39,192,84,4,272.36,0.0,26691.28,98
288.12,287.33,288.15,287.33,288.86,1023,95,4.76,218,100,0,289.22,0.1,16138.48,62
288.0,285.86,287.81,287.49,289.19,1023,87,3.32,190,60,2,174.66,0.0,8907.66,51
280.95,279.73,279.6,278.6,281.22,1034,92,2.21,266,14,3,154.15,0.1,9988.92,72
277.68,277.54,276.14,276.93,280.31,1034,99,1.84,87,1,0,228.8,0.0,8236.8,36
283.86,282.29,283.34,283.69,284.86,1023,90,2.56,165,15,3,181.75,0.0,8542.25,47
285.13,284.51,284.89,282.02,286.22,1022,96,1.36,244,12,0,105.08,0.0,7250.52,69
283.17,282.41,282.71,281.86,283.6,1017,95,2.32,185,65,4,131.23,0.0,2099.68,16
286.79,286.79,286.82,286.42,287.58,1026,100,1.52,186,100,2,243.19,0.1,3064.19,14
285.72,285.72,285.64,284.16,286.0,1025,100,2.19,252,73,2,231.78,0.1,11264.51,54
284.71,284.71,284.53,284.16,285.86,1026,100,1.84,245,100,6,105.42,0.05,6709.98,67
285.39,285.39,285.28,284.71,285.45,1029,100,1.04,271,92,3,144.39,0.1,5198.04,40
282.22,282.22,280.44,280.36,282.89,1026,100,3.18,243,44,0,146.21,0.0,4678.72,32
282.26,282.26,280.46,282.11,283.08,1026,100,3.23,279,100,0,234.38,0.05,11355.71,51
275.64,274.62,274.25,275.27,276.4,1034,93,1.49,111,64,1,103.94,0.05,1876.12,19
277.65,277.22,277.65,275.27,277.67,1031,97,1.24,261,100,6,120.82,0.05,4705.94,41
278.19,278.19,276.38,276.86,278.22,1029,100,2.19,96,96,5,259.98,0.0,16118.76,62
278.68,278.68,278.68,276.86,278.78,1028,100,1.15,249,98,5,135.71,0.1,4763.42,39
278.14,277.26,278.14,277.89,278.86,1034,94,0.43,311,100,1,230.55,0.0,11066.4,48
276.78,275.6,274.4,276.78,277.86,1034,92,2.53,90,100,1,147.64,0.05,5610.32,40
278.99,277.48,277.92,278.08,279.16,1028,90,1.61,128,39,1,119.89,0.0,10909.99,91
275.88,275.31,275.88,275.11,276.42,1028,96,0.78,203,100,3,148.63,0.0,1634.93,11
278.29,278.29,278.29,277.49,279.19,1030,100,1.3,222,84,3,244.45,0.1,19140.43,87
280.36,280.07,280.36,278.86,280.91,1027,98,0.46,5,100,4,271.14,0.1,20986.24,86
278.99,278.99,277.79,276.97,279.34,1033,100,1.72,12,100,4,266.04,0.05,5307.5,21
277.94,277.94,275.12,276.86,278.69,1028,100,3.41,232,100,1,179.44,0.0,8613.12,48
280.12,280.12,278.25,279.86,280.91,1027,100,2.67,278,100,6,233.62,0.0,17521.5,75
278.78,278.19,277.17,278.78,279.19,1024,96,2.08,227,52,0,141.0,0.1,2791.8,22
278.08,276.89,274.22,277.53,279.25,1014,92,5.38,229,99,3,158.63,0.0,8724.65,55
276.55,276.55,272.52,276.0,278.13,1010,100,4.94,249,100,6,279.27,0.0,10053.72,36
276.19,276.19,273.49,275.82,276.97,1009,100,2.77,195,100,2,102.6,0.0,2667.6,26
274.37,274.37,270.41,273.78,275.91,994,100,3.94,287,65,3,117.1,0.1,7271.91,69
273.77,273.77,268.72,273.22,275.36,1002,100,5.53,258,79,3,141.58,0.05,9818.57,73
271.85,270.59,266.95,271.56,273.44,995,90,4.46,254,67,4,105.31,0.05,9704.32,97
273.97,272.99,269.19,273.78,274.71,1015,93,5.12,281,38,0,136.29,0.0,5996.76,44
277.04,274.59,272.01,276.56,278.86,1013,84,7.61,215,100,0,216.61,0.05,16256.58,79
285.47,281.17,284.72,284.8,286.78,1013,75,6.34,199,65,5,184.28,0.1,15258.38,92
283.89,283.89,283.63,283.78,284.25,1013,100,4.02,256,100,5,278.53,0.1,9776.4,39
278.33,278.33,276.11,276.93,279.56,1022,100,2.69,228,47,5,263.49,0.05,20025.24,80
281.07,279.69,276.98,280.67,283.86,1011,91,8.52,252,63,5,168.36,0.05,13275.19,83
277.8,276.61,274.85,277.53,278.13,1030,92,3.56,313,97,2,151.88,0.0,10935.36,72
273.82,272.05,271.64,272.86,274.56,1035,87,1.87,130,71,2,175.94,0.05,6184.29,37
272.71,271.7,269.94,272.53,273.6,1029,92,2.2,198,0,3,218.06,0.0,15046.14,69
273.82,272.86,269.56,271.86,274.56,1021,93,4.19,224,73,1,153.61,0.0,13517.68,88
277.74,277.74,275.48,277.58,279.19,1014,100,2.6,222,70,4,224.83,0.1,9307.96,46
275.64,275.07,272.25,275.45,276.78,1021,96,3.52,244,98,4,181.88,0.1,5074.45,31
274.35,274.35,271.67,273.04,274.8,1028,100,2.38,242,84,5,210.41,0.1,14581.41,77
276.14,276.14,271.49,276.0,276.97,1007,100,6.0,196,100,3,187.23,0.1,4886.7,29
278.77,278.77,275.07,278.22,280.36,1014,100,5.42,258,100,6,158.89,0.05,11622.8,77
278.23,277.94,276.59,277.67,279.8,1001,98,2.02,176,69,1,289.69,0.1,19032.63,73
276.03,276.03,272.1,275.31,276.38,1019,100,4.51,34,100,3,252.72,0.05,6242.18,26
276.17,276.17,272.38,275.31,277.33,1027,100,4.32,42,100,1,128.02,0.1,2419.58,21
273.84,273.84,270.99,273.78,274.71,1031,100,2.46,65,91,1,273.69,0.05,8060.17,31
273.75,273.75,273.75,273.44,274.16,1032,100,1.02,250,87,1,197.49,0.0,5134.74,26
273.23,272.85,270.75,272.53,273.44,1033,97,2.03,109,68,3,278.91,0.05,5034.33,19
272.92,272.43,269.55,271.42,273.69,1024,96,2.81,218,99,5,259.97,0.05,18275.89,74
275.97,274.8,271.77,274.71,276.47,1020,92,4.98,256,99,4,185.04,0.1,5162.62,31
279.12,279.12,274.83,278.78,280.86,1027,100,7.23,247,100,4,104.49,0.05,9827.28,99
280.77,280.77,277.41,280.45,282.33,1028,100,5.88,258,100,5,153.74,0.0,13990.34,91
278.1,278.1,274.87,276.86,279.56,1023,100,4.14,206,97,1,208.33,0.0,12291.47,59
283.92,282.67,283.45,283.08,284.71,1010,92,6.22,217,99,6,226.7,0.1,4692.69,23
276.87,276.29,272.27,276.56,277.58,1009,96,6.35,271,95,0,151.58,0.0,11065.34,73
274.63,274.21,270.01,274.34,276.38,1020,97,5.13,223,100,3,127.87,0.05,6802.68,56
279.54,279.54,275.17,278.64,280.27,1003,100,7.86,222,100,0,266.99,0.0,10145.62,38
274.83,274.83,270.85,274.34,275.91,1005,100,4.12,247,91,5,296.88,0.1,22711.32,85
276.26,276.26,272.31,275.82,277.02,1019,100,4.65,288,67,6,205.14,0.05,8769.73,45
276.24,276.1,273.89,275.86,277.33,1033,99,2.39,210,99,3,134.34,0.1,7375.27,61
277.37,277.37,276.35,276.86,278.13,1038,100,1.4,241,100,5,154.46,0.05,12472.64,85
275.44,275.44,275.44,274.86,275.45,1038,100,0.64,127,100,1,103.68,0.0,1658.88,16
272.89,272.65,270.77,272.89,273.64,1033,98,1.72,239,2,4,282.86,0.1,9673.81,38
273.68,272.87,271.48,270.86,274.56,1029,94,1.87,246,0,0,123.55,0.1,2223.9,20
271.3,271.3,266.75,271.0,272.58,1032,100,3.8,232,100,2,215.3,0.05,8590.47,42
274.59,272.86,268.97,273.6,275.86,1023,88,7.28,226,100,2,154.81,0.1,2089.94,15
